part_number,name,voltage,capacity_ah,length_mm,width_mm,height_mm,terminal_layout,cca,rc,warranty_months,category,tier,make,model,year_from,year_to,series,engine_type,drive_type,body_type,chassis,engine_code,power_kw,is_auxiliary
50D20L MF,Hi Performance (Car & Passenger Vehicle),12,50,202,173,200,C Polarity STD Terminal,450,85,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,ELANTRA,2006,2011,2.0 CVVT Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,HD,G4GC,105,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,ELANTRA,2003,2006,2.0 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,XD,G4GC,105,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,ELANTRA,2003,2006,2.0 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,XD,G4GC,105,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,ELANTRA,2003,2006,2.0 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,XD,G4GC,105,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,ELANTRA,2003,2006,2.0 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,XD,G4GC,105,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,ELANTRA,2000,2003,1.8 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,XD,"G4BB,G4GB",97,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,ELANTRA,2000,2003,1.8 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,XD,"G4BB,G4GB",97,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,ELANTRA,2000,2003,1.8 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,XD,"G4BB,G4GB",97,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,ELANTRA,2000,2003,1.8 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,XD,"G4BB,G4GB",97,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,ELANTRA,2000,2003,2.0 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,XD,G4GC,104,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,ELANTRA,2000,2003,2.0 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,XD,G4GC,104,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,ELANTRA,2000,2003,2.0 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,XD,G4GC,104,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,ELANTRA,2000,2003,2.0 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,XD,G4GC,104,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,COUPE,1996,2002,1.8 SX Petrol Front-Wheel Drive Coupe,Petrol,Front-Wheel Drive,Coupe,RD,G4GM,94,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,COUPE,1996,2002,1.8 SX Petrol Front-Wheel Drive Coupe,Petrol,Front-Wheel Drive,Coupe,RD,G4GM,94,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,COUPE,1996,2002,2.0 FX Petrol Front-Wheel Drive Coupe,Petrol,Front-Wheel Drive,Coupe,RD,"G4DF,G4GF",102,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,COUPE,1996,2002,2.0 FX Petrol Front-Wheel Drive Coupe,Petrol,Front-Wheel Drive,Coupe,RD,"G4DF,G4GF",102,No
DIN44LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,50,208,175,190,C Polarity STD Terminal,420,85,30,Car & Passenger Vehicles,Hi Performance DIN,HYUNDAI,ACCENT,2015,2019,1.4 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,RB,G4LC,74,No
DIN44LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,50,208,175,190,C Polarity STD Terminal,420,85,30,Car & Passenger Vehicles,Hi Performance DIN,HYUNDAI,ACCENT,2015,2019,1.4 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,RB,G4LC,73,No
DIN44LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,50,208,175,190,C Polarity STD Terminal,420,85,30,Car & Passenger Vehicles,Hi Performance DIN,HYUNDAI,ACCENT,2011,2019,1.6 GDI Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,RB,G4FD,103,No
DIN44LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,50,208,175,190,C Polarity STD Terminal,420,85,30,Car & Passenger Vehicles,Hi Performance DIN,HYUNDAI,ACCENT,2010,2019,1.6 GDI Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,RB,G4FD,103,No
DIN44LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,50,208,175,190,C Polarity STD Terminal,420,85,30,Car & Passenger Vehicles,Hi Performance DIN,HYUNDAI,ACCENT,2010,2019,1.6 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,RB,G4FC,91,No
DIN44LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,50,208,175,190,C Polarity STD Terminal,420,85,30,Car & Passenger Vehicles,Hi Performance DIN,HYUNDAI,ACCENT,2010,2017,1.4 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,RB,G4LC,74,No
NS70LX MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,82,259,171,202,C Polarity STD Terminal,720,150,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,HYUNDAI,ACCENT,2010,2017,1.6 CRDi Diesel Front-Wheel Drive Sedan,Diesel,Front-Wheel Drive,Sedan,RB,D4FB,94,No
NS70L MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,75,259,171,202,C Polarity STD Terminal,650,140,20,"SUV, 4x4 & Light Commercial",Hi Performance,HYUNDAI,ACCENT,2010,2017,1.6 CRDi Diesel Front-Wheel Drive Sedan,Diesel,Front-Wheel Drive,Sedan,RB,D4FB,94,No
DIN44LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,50,208,175,190,C Polarity STD Terminal,420,85,30,Car & Passenger Vehicles,Hi Performance DIN,HYUNDAI,ACCENT,2010,2015,1.6 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,RB,G4FC,91,No
DIN44LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,50,208,175,190,C Polarity STD Terminal,420,85,30,Car & Passenger Vehicles,Hi Performance DIN,HYUNDAI,ACCENT,2010,2015,1.6 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,RB,G4FC,90,No
NS70LX MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,82,259,171,202,C Polarity STD Terminal,720,150,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,HYUNDAI,ACCENT,2011,2012,1.6 CRDi Diesel Front-Wheel Drive Hatchback,Diesel,Front-Wheel Drive,Hatchback,RB,D4FB,94,No
NS70L MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,75,259,171,202,C Polarity STD Terminal,650,140,20,"SUV, 4x4 & Light Commercial",Hi Performance,HYUNDAI,ACCENT,2011,2012,1.6 CRDi Diesel Front-Wheel Drive Hatchback,Diesel,Front-Wheel Drive,Hatchback,RB,D4FB,94,No
75D23L MF,Ultra Hi Performance (Car & Passenger Vehicle),12,70,231,171,202,C Polarity STD Terminal,620,120,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,ACCENT,2006,2009,1.6 GLS Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,MC,G4ED,82,No
55D23L MF,Hi Performance (Car & Passenger Vehicle),12,60,232,173,202,C Polarity STD Terminal,540,105,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,ACCENT,2006,2009,1.6 GLS Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,MC,G4ED,82,No
75D23L MF,Ultra Hi Performance (Car & Passenger Vehicle),12,70,231,171,202,C Polarity STD Terminal,620,120,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,ACCENT,2006,2009,1.6 GLS Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,MC,G4ED,82,No
55D23L MF,Hi Performance (Car & Passenger Vehicle),12,60,232,173,202,C Polarity STD Terminal,540,105,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,ACCENT,2006,2009,1.6 GLS Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,MC,G4ED,82,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,ACCENT,2003,2006,1.6 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,LC,G4ED,77,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,ACCENT,2003,2006,1.6 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,LC,G4ED,77,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,ACCENT,2003,2006,1.6 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,LC,G4ED,77,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,ACCENT,2003,2006,1.6 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,LC,G4ED,77,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,ACCENT,2000,2003,1.5 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,LC,G4EC-G,75,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,ACCENT,2000,2003,1.5 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,LC,G4EC-G,75,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,ACCENT,2000,2002,1.5 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,LC,G4ECX,76,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,ACCENT,2000,2002,1.5 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,LC,G4ECX,76,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,ACCENT,2000,2002,1.5 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,LC,G4ECX,76,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,ACCENT,2000,2002,1.5 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,LC,G4ECX,76,No
DIN110LHAGM,ISS Active AGM (Car & Passenger Vehicle),12,105,393,175,190,C Polarity STD Terminal,950,190,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,HYUNDAI,GENESIS,2014,2017,3.8 GDI Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,DH,G6DJ,232,No
DIN110LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,110,393,175,190,C Polarity STD Terminal,920,195,30,Car & Passenger Vehicles,Hi Performance DIN,HYUNDAI,GENESIS,2014,2017,3.8 GDI Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,DH,G6DJ,232,No
DIN44LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,50,208,175,190,C Polarity STD Terminal,420,85,30,Car & Passenger Vehicles,Hi Performance DIN,HYUNDAI,GETZ,2005,2010,1.4 i Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,TB,G4EE,71,No
50D20L MF,Hi Performance (Car & Passenger Vehicle),12,50,202,173,200,C Polarity STD Terminal,450,85,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,GETZ,2005,2010,1.4 i Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,TB,G4EE,71,No
DIN44LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,50,208,175,190,C Polarity STD Terminal,420,85,30,Car & Passenger Vehicles,Hi Performance DIN,HYUNDAI,GETZ,2005,2009,1.6 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,TB,G4ED,78,No
50D20L MF,Hi Performance (Car & Passenger Vehicle),12,50,202,173,200,C Polarity STD Terminal,450,85,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,GETZ,2005,2009,1.6 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,TB,G4ED,78,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,GETZ,2003,2005,1.3 i Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,TB,G4EA,60,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,GETZ,2003,2005,1.3 i Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,TB,G4EA,60,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,GETZ,2003,2005,1.3 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,TB,G4EA,63,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,GETZ,2003,2005,1.3 Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,TB,G4EA,63,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,GETZ,2002,2005,1.5 i Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,TB,G4EC,73,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,GETZ,2002,2005,1.5 i Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,TB,G4EC,73,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,EXCEL,1998,2000,1.5 i 16V Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,X-3,G4FK,73,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,EXCEL,1998,2000,1.5 i 16V Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,X-3,G4FK,73,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,EXCEL,1995,2000,1.5 i 16V Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,X-3,G4FK,73,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,EXCEL,1995,2000,1.5 i 16V Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,X-3,G4FK,73,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,EXCEL,1994,2000,1.5 i 12V Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,X-3,G4EK,65,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,EXCEL,1994,2000,1.5 i 12V Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,X-3,G4EK,65,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,EXCEL,1994,1998,1.5 i 12V Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,X-3,G4EK,65,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,EXCEL,1994,1998,1.5 i 12V Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,X-3,G4EK,65,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,EXCEL,1990,1995,1.5 i Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,X-2,"G15B,G4DJ",62,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,EXCEL,1990,1995,1.5 i Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,X-2,"G15B,G4DJ",62,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,EXCEL,1991,1994,i Petrol Front-Wheel Drive Hatchback Van,Petrol,Front-Wheel Drive,Hatchback Van,X-2,G4DJ,62,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,EXCEL,1991,1994,i Petrol Front-Wheel Drive Hatchback Van,Petrol,Front-Wheel Drive,Hatchback Van,X-2,G4DJ,62,No
68 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,C Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,EXCEL,1990,1994,1.5 i Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,X-2,"G15B,G4DJ",62,No
58 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,C Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,EXCEL,1990,1994,1.5 i Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,X-2,"G15B,G4DJ",62,No
NS40ZLSX MF,Ultra Hi Performance (Car & Passenger Vehicle),12,42,195,127,200,C Polarity STD Terminal,400,70,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,EXCEL,1985,1990,X1 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,X-1,G4AJ,52,No
NS40ZLS MF,Hi Performance (Car & Passenger Vehicle),12,38,195,127,200,C Polarity STD Terminal,360,63,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,EXCEL,1985,1990,X1 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,X-1,G4AJ,52,No
NS40ZLSX MF,Ultra Hi Performance (Car & Passenger Vehicle),12,42,195,127,200,C Polarity STD Terminal,400,70,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,EXCEL,1986,1989,1.5 (X-1) Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,X-1,G4DJ,53,No
NS40ZLS MF,Hi Performance (Car & Passenger Vehicle),12,38,195,127,200,C Polarity STD Terminal,360,63,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,EXCEL,1986,1989,1.5 (X-1) Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,X-1,G4DJ,53,No
NS40ZLSX MF,Ultra Hi Performance (Car & Passenger Vehicle),12,42,195,127,200,C Polarity STD Terminal,400,70,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,EXCEL,1985,1989,1.5 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,X-1,G4DJ,53,No
NS40ZLS MF,Hi Performance (Car & Passenger Vehicle),12,38,195,127,200,C Polarity STD Terminal,360,63,30,Car & Passenger Vehicles,Hi Performance,HYUNDAI,EXCEL,1985,1989,1.5 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,X-1,G4DJ,53,No
NS40ZLSX MF,Ultra Hi Performance (Car & Passenger Vehicle),12,42,195,127,200,C Polarity STD Terminal,400,70,40,Car & Passenger Vehicles,Ultra Hi Performance,HYUNDAI,EXCEL,1985,1989,X1 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,X-1,G4AJ,52,No
